Filename,Page,Side,Label
197B_fob.tif,fob,,Front outside binding
197B_fib.tif,fib,,Front inside binding
197B_i_R.tif,i,R,f. i R
197B_i_V.tif,i,V,f. i V
197B_ii_R.tif,ii,R,f. ii R
197B_ii_V.tif,ii,V,f. ii V
197B_245.tif,245,,p. 245
197B_246.tif,246,,p. 246
197B_247.tif,247,,p. 247
197B_248.tif,248,,p. 248
197B_249.tif,249,,p. 249
197B_250.tif,250,,p. 250
197B_251.tif,251,,p. 251
197B_252.tif,252,,p. 252
197B_253.tif,253,,p. 253
197B_254.tif,254,,p. 254
197B_255.tif,255,,p. 255
197B_256.tif,256,,p. 256
197B_257.tif,257,,p. 257
197B_258.tif,258,,p. 258
197B_259.tif,259,,p. 259
197B_260.tif,260,,p. 260
197B_261.tif,261,,p. 261
197B_262.tif,262,,p. 262
197B_263.tif,263,,p. 263
197B_264.tif,264,,p. 264
197B_265.tif,265,,p. 265
197B_266.tif,266,,p. 266
197B_267.tif,267,,p. 267
197B_268.tif,268,,p. 268
197B_269.tif,269,,p. 269
197B_270.tif,270,,p. 270
197B_271.tif,271,,p. 271
197B_272.tif,272,,p. 272
197B_273.tif,273,,p. 273
197B_274.tif,274,,p. 274
197B_275.tif,275,,p. 275
197B_276.tif,276,,p. 276
197B_277.tif,277,,p. 277
197B_278.tif,278,,p. 278
197B_279.tif,279,,p. 279
197B_280.tif,280,,p. 280
197B_281.tif,281,,p. 281
197B_282.tif,282,,p. 282
197B_283.tif,283,,p. 283
197B_284.tif,284,,p. 284
197B_285.tif,285,,p. 285
197B_286.tif,286,,p. 286
197B_287.tif,287,,p. 287
197B_288.tif,288,,p. 288
197B_289.tif,289,,p. 289
197B_290.tif,290,,p. 290
197B_291.tif,291,,p. 291
197B_292.tif,292,,p. 292
197B_293.tif,293,,p. 293
197B_294.tif,294,,p. 294
197B_295.tif,295,,p. 295
197B_296.tif,296,,p. 296
197B_297.tif,297,,p. 297
197B_298.tif,298,,p. 298
197B_299.tif,299,,p. 299
197B_300.tif,300,,p. 300
197B_301.tif,301,,p. 301
197B_302.tif,302,,p. 302
197B_303.tif,303,,p. 303
197B_304.tif,304,,p. 304
197B_305.tif,305,,p. 305
197B_306.tif,306,,p. 306
197B_307.tif,307,,p. 307
197B_308.tif,308,,p. 308
197B_309.tif,309,,p. 309
197B_310.tif,310,,p. 310
197B_311.tif,311,,p. 311
197B_312.tif,312,,p. 312
197B_313.tif,313,,p. 313
197B_314.tif,314,,p. 314
197B_315.tif,315,,p. 315
197B_316.tif,316,,p. 316
197B_iii_R.tif,iii,R,f. iii R
197B_iii_V.tif,iii,V,f. iii V
197B_iv_R.tif,iv,R,f. iv R
197B_iv_V.tif,iv,V,f. iv V
197B_bib.tif,bib,,Back inside binding
197B_bob.tif,bob,,Back outside binding
