Filename,Page,Side,Label
580A_fob.tif,fob,,Front outside binding
580A_fib.tif,fib,,Front inside binding
580A_i.tif,i,,p. i
580A_ii.tif,ii,,p. ii
580A_iii.tif,iii,,p. iii
580A_iv.tif,iv,,p. iv
580A_v.tif,v,,p. v
580A_vi.tif,vi,,p. vi
580A_vii.tif,vii,,p. vii
580A_viii.tif,viii,,p. viii
580A_003.tif,3,,p. 003
580A_004.tif,4,,p. 004
580A_005.tif,5,,p. 005
580A_006.tif,6,,p. 006
580A_007.tif,7,,p. 007
580A_008.tif,8,,p. 008
580A_009.tif,9,,p. 009
580A_010.tif,10,,p. 010
580A_011.tif,11,,p. 011
580A_012.tif,12,,p. 012
580A_013.tif,13,,p. 013
580A_014.tif,14,,p. 014
580A_ix.tif,ix,,p. ix
580A_x.tif,x,,p. x
580A_xi.tif,xi,,p. xi
580A_xii.tif,xii,,p. xii
580A_xiii.tif,xiii,,p. xiii
580A_xiv.tif,xiv,,p. xiv
580A_xv.tif,xv,,p. xv
580A_xvi.tif,xvi,,p. xvi
580A_bib.tif,bib,,Back inside binding
580A_bob.tif,bob,,Back outside binding
