Filename,Page,Side,Label
580B_fob.tif,fob,,Front outside binding
580B_fib.tif,fib,,Front inside binding
580B_i_R.tif,i,R,f. i R
580B_i_V.tif,i,V,f. i V
580B_ii_R.tif,ii,R,f. ii R
580B_ii_V.tif,ii,V,f. ii V
580B_iii_R.tif,iii,R,f. iii R
580B_iii_V.tif,iii,V,f. iii V
580B_iv_R.tif,iv,R,f. iv R
580B_iv_V.tif,iv,V,f. iv V
580B_014_R.tif,14,R,f. 014 R
580B_014_V.tif,14,V,f. 014 V
580B_015_R.tif,15,R,f. 015 R
580B_015_V.tif,15,V,f. 015 V
580B_016_R.tif,16,R,f. 016 R
580B_016_V.tif,16,V,f. 016 V
580B_017_R.tif,17,R,f. 017 R
580B_017_V.tif,17,V,f. 017 V
580B_018_R.tif,18,R,f. 018 R
580B_018_V.tif,18,V,f. 018 V
580B_019_R.tif,19,R,f. 019 R
580B_019_V.tif,19,V,f. 019 V
580B_020_R.tif,20,R,f. 020 R
580B_020_V.tif,20,V,f. 020 V
580B_v_R.tif,v,R,f. v R
580B_v_V.tif,v,V,f. v V
580B_vi_R.tif,vi,R,f. vi R
580B_vi_V.tif,vi,V,f. vi V
580B_vii_R.tif,vii,R,f. vii R
580B_vii_V.tif,vii,V,f. vii V
580B_viii_R.tif,viii,R,f. viii R
580B_viii_V.tif,viii,V,f. viii V
580B_bib.tif,bib,,Back inside binding
580B_bob.tif,bob,,Back outside binding
