Filename,Page,Side,Label
171A_i_R.tif,i,R,f. i R
171A_i_V.tif,i,V,f. i V
171A_ii_R.tif,ii,R,f. ii R
171A_ii_V.tif,ii,V,f. ii V
171A_iii_R.tif,iii,R,f. iii R
171A_iii_V.tif,iii,V,f. iii V
171A_iv_R.tif,iv,R,f. iv R
171A_iv_V.tif,iv,V,f. iv V
171A_v_R.tif,v,R,f. v R
171A_v_V.tif,v,V,f. v V
171A_vi_R.tif,vi,R,f. vi R
171A_vi_V.tif,vi,V,f. vi V
171A_vii_R.tif,vii,R,f. vii R
171A_vii_V.tif,vii,V,f. vii V
171A_viii_R.tif,viii,R,f. viii R
171A_viii_V.tif,viii,V,f. viii V
171A_ix_R.tif,ix,R,f. ix R
171A_ix_V.tif,ix,V,f. ix V
171A_x_R.tif,x,R,f. x R
171A_x_V.tif,x,V,f. x V
171A_xi_R.tif,xi,R,f. xi R
171A_xi_V.tif,xi,V,f. xi V
171A_xii_R.tif,xii,R,f. xii R
171A_xii_V.tif,xii,V,f. xii V
171A_xiii_R.tif,xiii,R,f. xiii R
171A_xiii_V.tif,xiii,V,f. xiii V
171A_xiv_R.tif,xiv,R,f. xiv R
171A_xiv_V.tif,xiv,V,f. xiv V
171A_xv_R.tif,xv,R,f. xv R
171A_xv_V.tif,xv,V,f. xv V
171A_xvi_R.tif,xvi,R,f. xvi R
171A_xvi_V.tif,xvi,V,f. xvi V
171A_xvii_R.tif,xvii,R,f. xvii R
171A_xvii_V.tif,xvii,V,f. xvii V
171A_xviii_R.tif,xviii,R,f. xviii R
171A_xviii_V.tif,xviii,V,f. xviii V
171A_xix_R.tif,xix,R,f. xix R
171A_xix_V.tif,xix,V,f. xix V
171A_xx_R.tif,xx,R,f. xx R
171A_xx_V.tif,xx,V,f. xx V
171A_001_R.tif,1,R,f. 001 R
171A_001_V.tif,1,V,f. 001 V
171A_002_R.tif,2,R,f. 002 R
171A_002_V.tif,2,V,f. 002 V
171A_003_R.tif,3,R,f. 003 R
171A_003_V.tif,3,V,f. 003 V
171A_004_R.tif,4,R,f. 004 R
171A_004_V.tif,4,V,f. 004 V
171A_005_R.tif,5,R,f. 005 R
171A_005_V.tif,5,V,f. 005 V
171A_006_R.tif,6,R,f. 006 R
