Filename,Page,Side,Label
468_fob.tif,fob,,Front outside binding
468_fib.tif,fib,,Front inside binding
468_a_R.tif,a,R,f. a R
468_a_V.tif,a,V,f. a V
468_i_R.tif,i,R,f. i R
468_i_V.tif,i,V,f. i V
468_ii_R.tif,ii,R,f. ii R
468_ii_V.tif,ii,V,f. ii V
468_iii_R.tif,iii,R,f. iii R
468_iii_V.tif,iii,V,f. iii V
468_iv_R.tif,iv,R,f. iv R
468_iv_V.tif,iv,V,f. iv V
468_v_R.tif,v,R,f. v R
468_v_V.tif,v,V,f. v V
468_vi_R.tif,vi,R,f. vi R
468_vi_V.tif,vi,V,f. vi V
468_vii_R.tif,vii,R,f. vii R
468_vii_V.tif,vii,V,f. vii V
468_viii_R.tif,viii,R,f. viii R
468_viii_V.tif,viii,V,f. viii V
468_ix_R.tif,ix,R,f. ix R
468_ix_V.tif,ix,V,f. ix V
468_x_R.tif,x,R,f. x R
468_x_V.tif,x,V,f. x V
468_001_R.tif,1,R,f. 001 R
468_001_V.tif,1,V,f. 001 V
468_002_R.tif,2,R,f. 002 R
468_002_V.tif,2,V,f. 002 V
468_003_R.tif,3,R,f. 003 R
468_003_V.tif,3,V,f. 003 V
468_004_R.tif,4,R,f. 004 R
468_004_V.tif,4,V,f. 004 V
468_005_R.tif,5,R,f. 005 R
468_005_V.tif,5,V,f. 005 V
468_006_R.tif,6,R,f. 006 R
468_006_V.tif,6,V,f. 006 V
468_007_R.tif,7,R,f. 007 R
468_007_V.tif,7,V,f. 007 V
468_008_R.tif,8,R,f. 008 R
468_008_V.tif,8,V,f. 008 V
468_009_R.tif,9,R,f. 009 R
468_009_V.tif,9,V,f. 009 V
468_010_R.tif,10,R,f. 010 R
468_010_V.tif,10,V,f. 010 V
468_011_R.tif,11,R,f. 011 R
468_011_V.tif,11,V,f. 011 V
468_012_R.tif,12,R,f. 012 R
468_012_V.tif,12,V,f. 012 V
468_013_R.tif,13,R,f. 013 R
468_013_V.tif,13,V,f. 013 V
468_014_R.tif,14,R,f. 014 R
468_014_V.tif,14,V,f. 014 V
468_015_R.tif,15,R,f. 015 R
