Filename,Page,Side,Label
114A_fob.tif,fob,,Front outside binding
114A_fib.tif,fib,,Front inside binding
114A_i_R.tif,i,R,f. i R
114A_i_V.tif,i,V,f. i V
114A_ii_R.tif,ii,R,f. ii R
114A_ii_V.tif,ii,V,f. ii V
114A_iii_R.tif,iii,R,f. iii R
114A_iii_V.tif,iii,V,f. iii V
114A_001.tif,1,,p. 001
114A_002.tif,2,,p. 002
114A_003.tif,3,,p. 003
114A_004.tif,4,,p. 004
114A_004a.tif,004a,,p. 004a
114A_005a.tif,005a,,p. 005a
114A_005.tif,5,,p. 005
114A_006.tif,6,,p. 006
114A_007.tif,7,,p. 007
114A_008.tif,8,,p. 008
114A_009.tif,9,,p. 009
114A_010.tif,10,,p. 010
114A_011.tif,11,,p. 011
114A_012.tif,12,,p. 012
114A_012a.tif,012a,,p. 012a
114A_013a.tif,013a,,p. 013a
114A_013.tif,13,,p. 013
114A_014.tif,14,,p. 014
114A_015.tif,15,,p. 015
114A_016.tif,16,,p. 016
114A_017.tif,17,,p. 017
114A_018.tif,18,,p. 018
114A_019.tif,19,,p. 019
114A_020.tif,20,,p. 020
114A_021.tif,21,,p. 021
114A_022.tif,22,,p. 022
114A_023.tif,23,,p. 023
114A_024.tif,24,,p. 024
114A_025.tif,25,,p. 025
114A_026.tif,26,,p. 026
114A_027.tif,27,,p. 027
114A_028.tif,28,,p. 028
114A_029_FLD_A.tif,029 FLD A,,p. 029 FLD A
114A_029_FLD_O.tif,029 FLD O,,p. 029 FLD O
114A_030_FLD_A.tif,030 FLD A,,p. 030 FLD A
114A_030_FLD_O.tif,030 FLD O,,p. 030 FLD O
114A_043.tif,43,,p. 043
114A_044.tif,44,,p. 044
114A_045.tif,45,,p. 045
114A_046.tif,46,,p. 046
114A_047.tif,47,,p. 047
114A_048.tif,48,,p. 048
114A_049.tif,49,,p. 049
114A_050.tif,50,,p. 050
114A_051.tif,51,,p. 051
114A_052.tif,52,,p. 052
114A_053.tif,53,,p. 053
114A_054.tif,54,,p. 054
114A_055.tif,55,,p. 055
114A_056.tif,56,,p. 056
114A_057.tif,57,,p. 057
114A_058.tif,58,,p. 058
114A_059.tif,59,,p. 059
114A_060.tif,60,,p. 060
114A_061.tif,61,,p. 061
114A_062.tif,62,,p. 062
114A_063.tif,63,,p. 063
114A_064.tif,64,,p. 064
114A_065.tif,65,,p. 065
114A_066.tif,66,,p. 066
114A_067.tif,67,,p. 067
114A_068.tif,68,,p. 068
114A_069.tif,69,,p. 069
114A_070.tif,70,,p. 070
114A_071.tif,71,,p. 071
114A_072.tif,72,,p. 072
